ID	YearClass	SamplingDayNumber	Current	ThreeStocks	YearClassStock	FL	Weight	Prefecture	Age	BirthDay	Subpop	Latitude	Longitude
A0526	2019	244 	Tsushima	TWC	2019T	223.77	146.82	Nagasaki	NA	NA	MT11	34.666	130.582
A0527	2019	244 	Tsushima	TWC	2019T	214.53	128.50	Nagasaki	NA	NA	MT11	34.666	130.582
A0528	2019	165 	Tsushima	TWC	2019T	26.91	0.26	Yamaguchi	35	130	Kaiseimaru	34.501	131.195
A0529	2019	165 	Tsushima	TWC	2019T	24.15	0.17	Yamaguchi	33	132	Kaiseimaru	34.501	131.195
A0530	2019	165 	Tsushima	TWC	2019T	27.46	0.28	Yamaguchi	35	130	Kaiseimaru	34.501	131.195
A0532	2019	165 	Tsushima	TWC	2019T	28.27	0.30	Yamaguchi	36	129	Kaiseimaru	34.501	131.195
A0533	2019	165 	Tsushima	TWC	2019T	47.40	1.38	Yamaguchi	53	112	Kaiseimaru	34.501	131.195
A0534	2019	165 	Tsushima	TWC	2019T	48.80	1.52	Yamaguchi	54	111	Kaiseimaru	34.501	131.195
A0535	2019	165 	Tsushima	TWC	2019T	39.47	0.81	Yamaguchi	46	119	Kaiseimaru	34.501	131.195
A0536	2019	165 	Tsushima	TWC	2019T	45.41	1.14	Yamaguchi	51	114	Kaiseimaru	34.501	131.195
A0537	2019	165 	Tsushima	TWC	2019T	49.81	1.88	Yamaguchi	55	110	Kaiseimaru	34.501	131.195
A0538	2019	165 	Tsushima	TWC	2019T	41.14	0.84	Yamaguchi	47	118	Kaiseimaru	34.501	131.195
A0539	2019	165 	Tsushima	TWC	2019T	36.09	0.62	Yamaguchi	43	122	Kaiseimaru	34.501	131.195
A0540	2019	171 	Tsushima	TWC	2019T	38.82	0.75	Yamaguchi	45	126	Kaiseimaru	34.501	131.195
A0541	2019	171 	Tsushima	TWC	2019T	41.61	0.90	Yamaguchi	47	124	Kaiseimaru	34.501	131.195
A0542	2019	171 	Tsushima	TWC	2019T	40.00	0.82	Yamaguchi	46	125	Kaiseimaru	34.501	131.195
A0543	2019	171 	Tsushima	TWC	2019T	48.40	1.51	Yamaguchi	54	117	Kaiseimaru	34.501	131.195
A0544	2019	171 	Tsushima	TWC	2019T	44.94	1.15	Yamaguchi	51	120	Kaiseimaru	34.501	131.195
A0545	2019	171 	Tsushima	TWC	2019T	49.89	1.52	Yamaguchi	55	116	Kaiseimaru	34.501	131.195
A0546	2019	171 	Tsushima	TWC	2019T	43.21	1.21	Yamaguchi	49	122	Kaiseimaru	34.501	131.195
A0547	2019	171 	Tsushima	TWC	2019T	51.59	1.78	Yamaguchi	57	114	Kaiseimaru	34.501	131.195
A0548	2019	171 	Tsushima	TWC	2019T	55.68	2.46	Yamaguchi	61	110	Kaiseimaru	34.501	131.195
A0549	2019	171 	Tsushima	TWC	2019T	49.35	1.70	Yamaguchi	55	116	Kaiseimaru	34.501	131.195
A0550	2019	157 	Tsushima	TWC	2019T	40.93	0.80	Yamaguchi	47	110	Kaiseimaru	34.501	131.195
A0551	2019	263 	Kuroshio	PAJ	2019K	77.41	5.88	Iwate	85	178	Ofunato	39.001	141.761
A0552	2019	263 	Kuroshio	PAJ	2019K	90.22	9.36	Iwate	102	161	Ofunato	39.001	141.761
A0553	2019	263 	Kuroshio	PAJ	2019K	86.86	8.34	Iwate	97	166	Ofunato	39.001	141.761
A0554	2019	263 	Kuroshio	PAJ	2019K	84.20	7.59	Iwate	94	169	Ofunato	39.001	141.761
A0555	2019	263 	Kuroshio	PAJ	2019K	92.81	10.20	Iwate	105	158	Ofunato	39.001	141.761
A0556	2019	263 	Kuroshio	PAJ	2019K	88.80	8.92	Iwate	100	163	Ofunato	39.001	141.761
A0557	2019	263 	Kuroshio	PAJ	2019K	85.21	7.87	Iwate	95	168	Ofunato	39.001	141.761
A0558	2019	263 	Kuroshio	PAJ	2019K	88.67	8.88	Iwate	100	163	Ofunato	39.001	141.761
A0559	2019	263 	Kuroshio	PAJ	2019K	89.23	9.05	Iwate	100	163	Ofunato	39.001	141.761
A0560	2019	263 	Kuroshio	PAJ	2019K	89.81	9.23	Iwate	101	162	Ofunato	39.001	141.761
A0561	2019	263 	Kuroshio	PAJ	2019K	88.51	8.83	Iwate	99	164	Ofunato	39.001	141.761
A0562	2019	263 	Kuroshio	PAJ	2019K	82.45	7.12	Iwate	91	172	Ofunato	39.001	141.761
A0563	2019	263 	Kuroshio	PAJ	2019K	88.44	8.81	Iwate	99	164	Ofunato	39.001	141.761
A0564	2019	263 	Kuroshio	PAJ	2019K	82.87	7.23	Iwate	92	171	Ofunato	39.001	141.761
A0565	2019	263 	Kuroshio	PAJ	2019K	87.20	8.44	Iwate	98	165	Ofunato	39.001	141.761
A0566	2019	263 	Kuroshio	PAJ	2019K	86.13	8.13	Iwate	96	167	Ofunato	39.001	141.761
A0567	2019	263 	Kuroshio	PAJ	2019K	90.76	9.53	Iwate	102	161	Ofunato	39.001	141.761
A0568	2019	263 	Kuroshio	PAJ	2019K	97.16	11.72	Iwate	112	151	Ofunato	39.001	141.761
A0569	2019	263 	Kuroshio	PAJ	2019K	97.65	11.90	Iwate	112	151	Ofunato	39.001	141.761
A0570	2019	263 	Kuroshio	PAJ	2019K	95.07	10.97	Iwate	109	154	Ofunato	39.001	141.761
A0572	2019	162 	Tsushima	TWC	2019T	88.28	7.07	Kumamoto	99	63	KM25	30.130	126.688
A0573	2019	134 	Tsushima	TWC	2019T	21.11	0.08	Shimane	30	104	S121	35.088	132.093
A0574	2019	239 	Kuroshio	PAJ	2019K	113.51	19.35	Oita	139	100	Motosaru	32.786	131.958
A0575	2019	244 	Tsushima	TWC	2019T	125.89	24.67	Nagasaki	165	79	MT12	34.498	130.416
A0576	2019	136 	Tsushima	TWC	2019T	47.93	1.32	Shimane	53	83	S142	35.081	131.586
A0577	2020	224 	Kuroshio	PAJ	2020K	54.80	1.95	Iwate	60	529	Monnohama	38.962	141.762
A0578	2020	224 	Kuroshio	PAJ	2020K	61.49	3.06	Iwate	67	522	Monnohama	38.962	141.762
A0579	2020	224 	Kuroshio	PAJ	2020K	56.50	2.03	Iwate	62	527	Monnohama	38.962	141.762
A0580	2020	224 	Kuroshio	PAJ	2020K	57.70	2.21	Iwate	63	526	Monnohama	38.962	141.762
A0581	2020	224 	Kuroshio	PAJ	2020K	76.17	5.61	Iwate	83	506	Monnohama	38.962	141.762
A0582	2020	224 	Kuroshio	PAJ	2020K	72.85	4.23	Iwate	80	509	Monnohama	38.962	141.762
A0583	2020	224 	Kuroshio	PAJ	2020K	59.34	2.58	Iwate	65	524	Monnohama	38.962	141.762
A0584	2020	224 	Kuroshio	PAJ	2020K	55.83	2.24	Iwate	61	528	Monnohama	38.962	141.762
A0585	2020	224 	Kuroshio	PAJ	2020K	52.04	1.57	Iwate	57	532	Monnohama	38.962	141.762
A0586	2020	224 	Kuroshio	PAJ	2020K	53.73	1.86	Iwate	59	530	Monnohama	38.962	141.762
A0587	2020	224 	Kuroshio	PAJ	2020K	53.40	1.96	Iwate	59	530	Monnohama	38.962	141.762
A0588	2020	224 	Kuroshio	PAJ	2020K	54.34	1.72	Iwate	60	529	Monnohama	38.962	141.762
A0589	2020	224 	Kuroshio	PAJ	2020K	73.43	4.73	Iwate	80	509	Monnohama	38.962	141.762
A0590	2020	224 	Kuroshio	PAJ	2020K	58.45	2.51	Iwate	64	525	Monnohama	38.962	141.762
A0591	2020	224 	Kuroshio	PAJ	2020K	56.33	1.99	Iwate	62	527	Monnohama	38.962	141.762
A0592	2020	232 	Kuroshio	PAJ	2020K	117.69	23.11	Ehime	147	450	Uwajima	33.267	132.385
A0593	2020	232 	Kuroshio	PAJ	2020K	130.24	33.96	Ehime	176	421	Uwajima	33.267	132.385
A0594	2020	232 	Kuroshio	PAJ	2020K	131.54	32.87	Ehime	179	418	Uwajima	33.267	132.385
A0595	2020	232 	Kuroshio	PAJ	2020K	127.14	32.45	Ehime	168	429	Uwajima	33.267	132.385
A0596	2020	232 	Kuroshio	PAJ	2020K	120.22	24.99	Ehime	153	444	Uwajima	33.267	132.385
A0597	2020	232 	Kuroshio	PAJ	2020K	115.96	21.52	Ehime	144	453	Uwajima	33.267	132.385
A0598	2020	232 	Kuroshio	PAJ	2020K	121.21	26.64	Ehime	155	442	Uwajima	33.267	132.385
A0599	2020	232 	Kuroshio	PAJ	2020K	121.28	25.33	Ehime	155	442	Uwajima	33.267	132.385
A0600	2020	232 	Kuroshio	PAJ	2020K	135.90	37.99	Ehime	191	406	Uwajima	33.267	132.385
A0601	2020	232 	Kuroshio	PAJ	2020K	121.85	26.93	Ehime	156	441	Uwajima	33.267	132.385
A0602	2020	232 	Kuroshio	PAJ	2020K	108.94	18.67	Ehime	131	466	Uwajima	33.267	132.385
A0603	2020	232 	Kuroshio	PAJ	2020K	118.34	23.31	Ehime	149	448	Uwajima	33.267	132.385
A0604	2020	232 	Kuroshio	PAJ	2020K	133.35	36.22	Ehime	184	413	Uwajima	33.267	132.385
A0605	2020	232 	Kuroshio	PAJ	2020K	131.00	33.02	Ehime	178	419	Uwajima	33.267	132.385
A0606	2020	232 	Kuroshio	PAJ	2020K	143.95	49.16	Ehime	NA	NA	Uwajima	33.267	132.385
A0607	2020	232 	Kuroshio	PAJ	2020K	140.24	44.62	Ehime	NA	NA	Uwajima	33.267	132.385
A0608	2020	232 	Kuroshio	PAJ	2020K	126.67	30.01	Ehime	167	430	Uwajima	33.267	132.385
A0609	2020	232 	Kuroshio	PAJ	2020K	126.47	31.03	Ehime	166	431	Uwajima	33.267	132.385
A0610	2020	232 	Kuroshio	PAJ	2020K	127.26	33.33	Ehime	168	429	Uwajima	33.267	132.385
A0611	2020	232 	Kuroshio	PAJ	2020K	132.45	34.00	Ehime	181	416	Uwajima	33.267	132.385
A0612	2020	219 	Kuroshio	PAJ	2020K	114.97	19.91	Wakayama	142	442	Oui	34.052	135.105
A0613	2020	219 	Kuroshio	PAJ	2020K	123.61	27.24	Wakayama	160	424	Oui	34.052	135.105
A0614	2020	219 	Kuroshio	PAJ	2020K	128.94	28.88	Wakayama	172	412	Oui	34.052	135.105
A0615	2020	219 	Kuroshio	PAJ	2020K	128.89	29.10	Wakayama	172	412	Oui	34.052	135.105
A0616	2020	219 	Kuroshio	PAJ	2020K	118.07	23.62	Wakayama	148	436	Oui	34.052	135.105
A0617	2020	234 	Kuroshio	PAJ	2020K	127.20	30.16	Wakayama	168	431	Oui	34.052	135.105
A0618	2020	234 	Kuroshio	PAJ	2020K	129.63	29.72	Wakayama	174	425	Oui	34.052	135.105
A0619	2020	234 	Kuroshio	PAJ	2020K	119.64	23.74	Wakayama	151	448	Oui	34.052	135.105
A0620	2020	234 	Kuroshio	PAJ	2020K	112.52	18.94	Wakayama	137	462	Oui	34.052	135.105
A0621	2020	234 	Kuroshio	PAJ	2020K	120.42	23.80	Wakayama	153	446	Oui	34.052	135.105
A0622	2020	234 	Kuroshio	PAJ	2020K	119.47	24.25	Wakayama	151	448	Oui	34.052	135.105
A0623	2020	234 	Kuroshio	PAJ	2020K	118.38	23.43	Wakayama	149	450	Oui	34.052	135.105
A0624	2020	234 	Kuroshio	PAJ	2020K	124.89	30.63	Wakayama	163	436	Oui	34.052	135.105
A0625	2020	234 	Kuroshio	PAJ	2020K	118.47	24.00	Wakayama	149	450	Oui	34.052	135.105
A0626	2020	234 	Kuroshio	PAJ	2020K	123.43	27.60	Wakayama	160	439	Oui	34.052	135.105
A0627	2019	269 	Kuroshio	PAJ	2019K	110.40	21.00	Wakayama	134	135	Oui	34.052	135.105
A0628	2019	269 	Kuroshio	PAJ	2019K	108.95	18.65	Wakayama	131	138	Oui	34.052	135.105
A0629	2019	269 	Kuroshio	PAJ	2019K	109.54	18.22	Wakayama	132	137	Oui	34.052	135.105
A0630	2019	269 	Kuroshio	PAJ	2019K	112.22	18.89	Wakayama	137	132	Oui	34.052	135.105
A0631	2019	269 	Kuroshio	PAJ	2019K	120.54	24.94	Wakayama	153	116	Oui	34.052	135.105
A0632	2019	269 	Kuroshio	PAJ	2019K	104.66	16.53	Wakayama	124	145	Oui	34.052	135.105
A0633	2019	269 	Kuroshio	PAJ	2019K	115.46	20.62	Wakayama	143	126	Oui	34.052	135.105
A0634	2019	269 	Kuroshio	PAJ	2019K	117.87	22.52	Wakayama	148	121	Oui	34.052	135.105
A0635	2019	269 	Kuroshio	PAJ	2019K	110.81	19.98	Wakayama	134	135	Oui	34.052	135.105
A0636	2019	269 	Kuroshio	PAJ	2019K	116.87	21.36	Wakayama	146	123	Oui	34.052	135.105
A0637	2019	302 	Kuroshio	PAJ	2019K	120.20	22.46	Wakayama	153	149	Oui	34.052	135.105
A0638	2019	302 	Kuroshio	PAJ	2019K	135.96	31.17	Wakayama	191	111	Oui	34.052	135.105
A0639	2019	302 	Kuroshio	PAJ	2019K	125.30	26.00	Wakayama	164	138	Oui	34.052	135.105
A0640	2019	302 	Kuroshio	PAJ	2019K	127.78	27.83	Wakayama	170	132	Oui	34.052	135.105
A0641	2019	302 	Kuroshio	PAJ	2019K	128.28	27.18	Wakayama	171	131	Oui	34.052	135.105
A0642	2019	302 	Kuroshio	PAJ	2019K	126.44	26.49	Wakayama	166	136	Oui	34.052	135.105
A0643	2019	302 	Kuroshio	PAJ	2019K	116.91	20.03	Wakayama	146	156	Oui	34.052	135.105
A0644	2019	302 	Kuroshio	PAJ	2019K	128.19	28.15	Wakayama	171	131	Oui	34.052	135.105
A0645	2019	302 	Kuroshio	PAJ	2019K	125.25	24.81	Wakayama	164	138	Oui	34.052	135.105
A0646	2019	302 	Kuroshio	PAJ	2019K	127.78	25.78	Wakayama	170	132	Oui	34.052	135.105
